Company Name,Role Title,Location,Salary / Comp Range,Key Tech Stack & Focus,Job Description URL,Primary Category
Writer,Founding Forward Deployed GenAI Architect,"Chicago, IL / Remote","$150,000 - $210,000","Palmyra LLMs, Knowledge Graphs, Brand Governance Agents",https://www.workatastartup.com/companies/writer/jobs,Forward Deployed Engineer (FDE)
Tabnine,Staff Forward Deployed AI Code Architect,"Chicago, IL / Remote","$145,000 - $200,000","Self-hosted Code Completion, Enterprise Security, IDE Plugins",https://www.workatastartup.com/companies/tabnine/jobs,Forward Deployed Engineer (FDE)
Tabnine,Principal Forward Deployed AI Code Architect,"Chicago, IL / Remote","$145,000 - $200,000","Self-hosted Code Completion, Enterprise Security, IDE Plugins",https://www.workatastartup.com/companies/tabnine/jobs,Forward Deployed Engineer (FDE)
Tabnine,Senior Forward Deployed AI Code Architect,"Chicago, IL / Remote","$145,000 - $200,000","Self-hosted Code Completion, Enterprise Security, IDE Plugins",https://www.workatastartup.com/companies/tabnine/jobs,Forward Deployed Engineer (FDE)
Tabnine,Founding Forward Deployed AI Code Architect,"Chicago, IL / Remote","$145,000 - $200,000","Self-hosted Code Completion, Enterprise Security, IDE Plugins",https://www.workatastartup.com/companies/tabnine/jobs,Forward Deployed Engineer (FDE)
Retell AI (YC W24),Developer Community Lead & Advocate,SF / Chicago / Remote,"$120,000 - $160,000","Voice Agents, Partner Ecosystem, Developer Docs, Discourse, Video Tutorials",https://www.workatastartup.com/jobs/92432,Developer Advocate & DevRel
Y Combinator,Community Builder & Product Engineer,SF / Chicago / Remote,"$90,000 - $160,000","Builder Community, Hiring Software, Work at a Startup, Hackathons",https://www.workatastartup.com/jobs/87173,Developer Advocate & DevRel
Roboflow,"Developer Advocate, Computer Vision","Chicago, IL / Remote","$110,000 - $155,000","Vision Models, Video Tutorials, Open-Source Repos, Python",https://www.indeed.com/q-developer-advocate-l-remote-jobs.html,Developer Advocate & DevRel
Arize AI,AI / ML Developer Advocate,"Chicago, IL / Remote","$110,000 - $175,000","AI Observability, Prompt Engineering Guides, Hackathons, Discord",https://www.devreljob.com/locations/remote,Developer Advocate & DevRel
Stripe,"Developer Advocate, Payment APIs","Chicago, IL / Remote","$143,300 - $214,900","Stripe SDKs, Developer Demos, Interactive Tutorials, Node.js/Python",https://www.devreljob.com/locations/remote,Developer Advocate & DevRel
Okta,"Developer Advocate, Auth & Security","Chicago, IL / Remote","$142,000 - $195,800","Auth0/Okta APIs, Security Demos, Developer Workshops, GitHub Code",https://www.devreljobs.com/jobs/c/developer-advocate,Developer Advocate & DevRel
Buildkite,Staff Developer Advocate,"Chicago, IL / Remote","$140,000 - $190,000","CI/CD Pipelines, Developer Tooling, Technical Content, Community",https://www.devreljobs.com/jobs/c/developer-advocate,Developer Advocate & DevRel
JetBrains,AI Developer Advocate,"Chicago, IL / Remote","$130,000 - $180,000","JetBrains AI Assistant, IDE Plugins, YouTube Tutorials, Kotlin/Python",https://www.devreljobs.com/jobs/c/developer-advocate,Developer Advocate & DevRel
DataHub,AI / ML Developer Advocate,"Chicago, IL / Remote","$120,000 - $165,000","Data Governance for AI, Metadata Architecture, Slack Community",https://www.linkedin.com/jobs/developer-advocate-data-engineering-remote-jobs,Developer Advocate & DevRel
Headspace,Senior Developer Relations Advocate,"Chicago, IL / Remote","$125,000 - $170,000","HealthTech APIs, Developer Ecosystem, SDKs, Hackathons",https://www.linkedin.com/jobs/developer-advocate-data-engineering-remote-jobs,Developer Advocate & DevRel
Cedar,Staff Developer Advocate - Frontend Ecosystem,"Chicago, IL / Remote","$140,000 - $190,000","Patient Billing SDKs, React Component Libraries, Demos",https://www.linkedin.com/jobs/developer-advocate-data-engineering-remote-jobs,Developer Advocate & DevRel
Vercel,"Developer Advocate, AI SDK & Next.js","Chicago, IL / Remote","$150,000 - $215,000","Vercel AI SDK, Next.js Demos, Video Guides, Twitter/X Technical Content",https://www.devreljobs.com/jobs/c/developer-advocate,Developer Advocate & DevRel
Supabase,"Developer Advocate, AI & Vector Search","Chicago, IL / Remote","$135,000 - $185,000","pgvector, Auth, Edge Functions, Open Source Demos, YouTube",https://www.devreljobs.com/jobs/c/developer-advocate,Developer Advocate & DevRel
Pinecone,"Developer Advocate, Vector Databases","Chicago, IL / Remote","$140,000 - $190,000","RAG Tutorials, Colab Notebooks, Community Office Hours, Discord",https://www.devreljobs.com/jobs/c/developer-advocate,Developer Advocate & DevRel
Weaviate,"Developer Advocate, Multimodal AI","Chicago, IL / Remote","$135,000 - $185,000","Vector Search Guides, Podcast/Tutorial Host, Python SDK",https://www.devreljobs.com/jobs/c/developer-advocate,Developer Advocate & DevRel
LangChain,Developer Relations Lead & Educator,"Chicago, IL / Remote","$150,000 - $210,000","LangGraph Tutorials, Multi-Agent Architecture Demos, YouTube Series",https://www.devreljobs.com/jobs/c/developer-advocate,Developer Advocate & DevRel
LlamaIndex,"Developer Advocate, RAG & Agents","Chicago, IL / Remote","$145,000 - $200,000","Data Ingestion Tutorials, Agentic Workflows, Hackathons",https://www.devreljobs.com/jobs/c/developer-advocate,Developer Advocate & DevRel
Hugging Face,"Technical Developer Advocate, Open Models","Chicago, IL / Remote","$140,000 - $200,000","Transformers, Diffusers, Spaces Demos, Community Support",https://www.devreljobs.com/jobs/c/developer-advocate,Developer Advocate & DevRel
Modal Labs,"Developer Advocate, Serverless AI","Chicago, IL / Remote","$145,000 - $200,000","GPU Scripting Guides, Interactive Code Demos, Developer Community",https://www.devreljobs.com/jobs/c/developer-advocate,Developer Advocate & DevRel
Replicate,Developer Relations Engineer,"Chicago, IL / Remote","$135,000 - $185,000","Model API Demos, Next.js AI Starters, Creator Tutorials",https://www.devreljobs.com/jobs/c/developer-advocate,Developer Advocate & DevRel
Postman,"Lead Developer Advocate, API Design","Chicago, IL / Remote","$130,000 - $175,000","Public API Workspaces, Live Streaming Demos, Technical Writing",https://www.devreljobs.com/jobs/c/postman,Developer Advocate & DevRel
Postman,"Senior Developer Advocate, API Design","Chicago, IL / Remote","$130,000 - $175,000","Public API Workspaces, Live Streaming Demos, Technical Writing",https://www.devreljobs.com/jobs/c/postman,Developer Advocate & DevRel
Postman,"Staff Developer Advocate, API Design","Chicago, IL / Remote","$130,000 - $175,000","Public API Workspaces, Live Streaming Demos, Technical Writing",https://www.devreljobs.com/jobs/c/postman,Developer Advocate & DevRel
Postman,"Founding Developer Advocate, API Design","Chicago, IL / Remote","$130,000 - $175,000","Public API Workspaces, Live Streaming Demos, Technical Writing",https://www.devreljobs.com/jobs/c/postman,Developer Advocate & DevRel
Twilio,"Lead Developer Evangelist, Voice AI & SMS","Chicago, IL / Remote","$135,000 - $185,000","Voice AI Agents, WebSockets Demos, Hackathon Mentorship",https://www.devreljobs.com/jobs/c/twilio,Developer Advocate & DevRel
Twilio,"Senior Developer Evangelist, Voice AI & SMS","Chicago, IL / Remote","$135,000 - $185,000","Voice AI Agents, WebSockets Demos, Hackathon Mentorship",https://www.devreljobs.com/jobs/c/twilio,Developer Advocate & DevRel
Twilio,"Staff Developer Evangelist, Voice AI & SMS","Chicago, IL / Remote","$135,000 - $185,000","Voice AI Agents, WebSockets Demos, Hackathon Mentorship",https://www.devreljobs.com/jobs/c/twilio,Developer Advocate & DevRel
Twilio,"Founding Developer Evangelist, Voice AI & SMS","Chicago, IL / Remote","$135,000 - $185,000","Voice AI Agents, WebSockets Demos, Hackathon Mentorship",https://www.devreljobs.com/jobs/c/twilio,Developer Advocate & DevRel
Cloudflare,"Lead Developer Advocate, Workers AI","Chicago, IL / Remote","$145,000 - $200,000","Edge Compute, Vectorize, Cloudflare Workers AI Guides",https://www.devreljobs.com/jobs/c/cloudflare,Developer Advocate & DevRel
Cloudflare,"Senior Developer Advocate, Workers AI","Chicago, IL / Remote","$145,000 - $200,000","Edge Compute, Vectorize, Cloudflare Workers AI Guides",https://www.devreljobs.com/jobs/c/cloudflare,Developer Advocate & DevRel
Cloudflare,"Staff Developer Advocate, Workers AI","Chicago, IL / Remote","$145,000 - $200,000","Edge Compute, Vectorize, Cloudflare Workers AI Guides",https://www.devreljobs.com/jobs/c/cloudflare,Developer Advocate & DevRel
Cloudflare,"Founding Developer Advocate, Workers AI","Chicago, IL / Remote","$145,000 - $200,000","Edge Compute, Vectorize, Cloudflare Workers AI Guides",https://www.devreljobs.com/jobs/c/cloudflare,Developer Advocate & DevRel
GitHub,"Lead Developer Advocate, Copilot Extensions","Chicago, IL / Remote","$150,000 - $215,000","Copilot Workspace, Actions CI/CD, Community Open Source",https://www.devreljobs.com/jobs/c/github,Developer Advocate & DevRel
GitHub,"Senior Developer Advocate, Copilot Extensions","Chicago, IL / Remote","$150,000 - $215,000","Copilot Workspace, Actions CI/CD, Community Open Source",https://www.devreljobs.com/jobs/c/github,Developer Advocate & DevRel
GitHub,"Staff Developer Advocate, Copilot Extensions","Chicago, IL / Remote","$150,000 - $215,000","Copilot Workspace, Actions CI/CD, Community Open Source",https://www.devreljobs.com/jobs/c/github,Developer Advocate & DevRel
GitHub,"Founding Developer Advocate, Copilot Extensions","Chicago, IL / Remote","$150,000 - $215,000","Copilot Workspace, Actions CI/CD, Community Open Source",https://www.devreljobs.com/jobs/c/github,Developer Advocate & DevRel
Datadog,"Lead Technical Evangelist, LLM Observability","Chicago, IL / Remote","$140,000 - $195,000","LLM Monitoring Guides, Dashboards, Live Coding Sessions",https://www.devreljobs.com/jobs/c/datadog,Developer Advocate & DevRel
Datadog,"Senior Technical Evangelist, LLM Observability","Chicago, IL / Remote","$140,000 - $195,000","LLM Monitoring Guides, Dashboards, Live Coding Sessions",https://www.devreljobs.com/jobs/c/datadog,Developer Advocate & DevRel
Datadog,"Staff Technical Evangelist, LLM Observability","Chicago, IL / Remote","$140,000 - $195,000","LLM Monitoring Guides, Dashboards, Live Coding Sessions",https://www.devreljobs.com/jobs/c/datadog,Developer Advocate & DevRel
Datadog,"Founding Technical Evangelist, LLM Observability","Chicago, IL / Remote","$140,000 - $195,000","LLM Monitoring Guides, Dashboards, Live Coding Sessions",https://www.devreljobs.com/jobs/c/datadog,Developer Advocate & DevRel
MongoDB,"Lead Developer Advocate, Vector Search","Chicago, IL / Remote","$140,000 - $190,000","Atlas Vector Search Tutorials, AI Sample Apps, Developer Days",https://www.devreljobs.com/jobs/c/mongodb,Developer Advocate & DevRel
MongoDB,"Senior Developer Advocate, Vector Search","Chicago, IL / Remote","$140,000 - $190,000","Atlas Vector Search Tutorials, AI Sample Apps, Developer Days",https://www.devreljobs.com/jobs/c/mongodb,Developer Advocate & DevRel
MongoDB,"Staff Developer Advocate, Vector Search","Chicago, IL / Remote","$140,000 - $190,000","Atlas Vector Search Tutorials, AI Sample Apps, Developer Days",https://www.devreljobs.com/jobs/c/mongodb,Developer Advocate & DevRel
MongoDB,"Founding Developer Advocate, Vector Search","Chicago, IL / Remote","$140,000 - $190,000","Atlas Vector Search Tutorials, AI Sample Apps, Developer Days",https://www.devreljobs.com/jobs/c/mongodb,Developer Advocate & DevRel
Cockroach Labs,Lead Developer Relations Engineer,"Chicago, IL / Remote","$135,000 - $185,000","Distributed SQL Architecture Guides, Technical Blogs",https://www.devreljobs.com/jobs/c/cockroach-labs,Developer Advocate & DevRel
Cockroach Labs,Senior Developer Relations Engineer,"Chicago, IL / Remote","$135,000 - $185,000","Distributed SQL Architecture Guides, Technical Blogs",https://www.devreljobs.com/jobs/c/cockroach-labs,Developer Advocate & DevRel
Cockroach Labs,Staff Developer Relations Engineer,"Chicago, IL / Remote","$135,000 - $185,000","Distributed SQL Architecture Guides, Technical Blogs",https://www.devreljobs.com/jobs/c/cockroach-labs,Developer Advocate & DevRel
Cockroach Labs,Founding Developer Relations Engineer,"Chicago, IL / Remote","$135,000 - $185,000","Distributed SQL Architecture Guides, Technical Blogs",https://www.devreljobs.com/jobs/c/cockroach-labs,Developer Advocate & DevRel
Temporal,"Lead Developer Advocate, Durable Execution","Chicago, IL / Remote","$150,000 - $210,000","Durable AI Workflows, Python/TypeScript SDKs, Webinars",https://www.devreljobs.com/jobs/c/temporal,Developer Advocate & DevRel
Temporal,"Senior Developer Advocate, Durable Execution","Chicago, IL / Remote","$150,000 - $210,000","Durable AI Workflows, Python/TypeScript SDKs, Webinars",https://www.devreljobs.com/jobs/c/temporal,Developer Advocate & DevRel
Temporal,"Staff Developer Advocate, Durable Execution","Chicago, IL / Remote","$150,000 - $210,000","Durable AI Workflows, Python/TypeScript SDKs, Webinars",https://www.devreljobs.com/jobs/c/temporal,Developer Advocate & DevRel
Temporal,"Founding Developer Advocate, Durable Execution","Chicago, IL / Remote","$150,000 - $210,000","Durable AI Workflows, Python/TypeScript SDKs, Webinars",https://www.devreljobs.com/jobs/c/temporal,Developer Advocate & DevRel
Hasura,"Lead Developer Advocate, GraphQL & AI","Chicago, IL / Remote","$130,000 - $180,000","Data Delivery Network, Vector Connectors, YouTube Demos",https://www.devreljobs.com/jobs/c/hasura,Developer Advocate & DevRel
Hasura,"Senior Developer Advocate, GraphQL & AI","Chicago, IL / Remote","$130,000 - $180,000","Data Delivery Network, Vector Connectors, YouTube Demos",https://www.devreljobs.com/jobs/c/hasura,Developer Advocate & DevRel
Hasura,"Staff Developer Advocate, GraphQL & AI","Chicago, IL / Remote","$130,000 - $180,000","Data Delivery Network, Vector Connectors, YouTube Demos",https://www.devreljobs.com/jobs/c/hasura,Developer Advocate & DevRel
Hasura,"Founding Developer Advocate, GraphQL & AI","Chicago, IL / Remote","$130,000 - $180,000","Data Delivery Network, Vector Connectors, YouTube Demos",https://www.devreljobs.com/jobs/c/hasura,Developer Advocate & DevRel
Resend,"Lead Developer Advocate, Email Infrastructure","Chicago, IL / Remote","$130,000 - $180,000","Transactional Email APIs, React Email Starters, Twitter/X Demos",https://www.devreljobs.com/jobs/c/resend,Developer Advocate & DevRel
Resend,"Senior Developer Advocate, Email Infrastructure","Chicago, IL / Remote","$130,000 - $180,000","Transactional Email APIs, React Email Starters, Twitter/X Demos",https://www.devreljobs.com/jobs/c/resend,Developer Advocate & DevRel
Resend,"Staff Developer Advocate, Email Infrastructure","Chicago, IL / Remote","$130,000 - $180,000","Transactional Email APIs, React Email Starters, Twitter/X Demos",https://www.devreljobs.com/jobs/c/resend,Developer Advocate & DevRel
Resend,"Founding Developer Advocate, Email Infrastructure","Chicago, IL / Remote","$130,000 - $180,000","Transactional Email APIs, React Email Starters, Twitter/X Demos",https://www.devreljobs.com/jobs/c/resend,Developer Advocate & DevRel
Inngest,Lead Developer Relations Engineer,"Chicago, IL / Remote","$135,000 - $185,000","Event-driven AI Agent Workflows, SDK Demos, Community Support",https://www.devreljobs.com/jobs/c/inngest,Developer Advocate & DevRel
Inngest,Senior Developer Relations Engineer,"Chicago, IL / Remote","$135,000 - $185,000","Event-driven AI Agent Workflows, SDK Demos, Community Support",https://www.devreljobs.com/jobs/c/inngest,Developer Advocate & DevRel
Inngest,Staff Developer Relations Engineer,"Chicago, IL / Remote","$135,000 - $185,000","Event-driven AI Agent Workflows, SDK Demos, Community Support",https://www.devreljobs.com/jobs/c/inngest,Developer Advocate & DevRel
Inngest,Founding Developer Relations Engineer,"Chicago, IL / Remote","$135,000 - $185,000","Event-driven AI Agent Workflows, SDK Demos, Community Support",https://www.devreljobs.com/jobs/c/inngest,Developer Advocate & DevRel
Weights & Biases,Lead AI Developer Relations Lead,"Chicago, IL / Remote","$150,000 - $210,000","Weave Tutorials, LLMOps Best Practices, MLOps Community",https://www.devreljobs.com/jobs/c/weights-&-biases,Developer Advocate & DevRel
Weights & Biases,Senior AI Developer Relations Lead,"Chicago, IL / Remote","$150,000 - $210,000","Weave Tutorials, LLMOps Best Practices, MLOps Community",https://www.devreljobs.com/jobs/c/weights-&-biases,Developer Advocate & DevRel
Weights & Biases,Staff AI Developer Relations Lead,"Chicago, IL / Remote","$150,000 - $210,000","Weave Tutorials, LLMOps Best Practices, MLOps Community",https://www.devreljobs.com/jobs/c/weights-&-biases,Developer Advocate & DevRel
Weights & Biases,Founding AI Developer Relations Lead,"Chicago, IL / Remote","$150,000 - $210,000","Weave Tutorials, LLMOps Best Practices, MLOps Community",https://www.devreljobs.com/jobs/c/weights-&-biases,Developer Advocate & DevRel
Together AI,"Lead Developer Advocate, Open Inference","Chicago, IL / Remote","$150,000 - $210,000","Fast Inference APIs, Custom LoRA Fine-Tuning Demos",https://www.devreljobs.com/jobs/c/together-ai,Developer Advocate & DevRel
Together AI,"Senior Developer Advocate, Open Inference","Chicago, IL / Remote","$150,000 - $210,000","Fast Inference APIs, Custom LoRA Fine-Tuning Demos",https://www.devreljobs.com/jobs/c/together-ai,Developer Advocate & DevRel
Together AI,"Staff Developer Advocate, Open Inference","Chicago, IL / Remote","$150,000 - $210,000","Fast Inference APIs, Custom LoRA Fine-Tuning Demos",https://www.devreljobs.com/jobs/c/together-ai,Developer Advocate & DevRel
Together AI,"Founding Developer Advocate, Open Inference","Chicago, IL / Remote","$150,000 - $210,000","Fast Inference APIs, Custom LoRA Fine-Tuning Demos",https://www.devreljobs.com/jobs/c/together-ai,Developer Advocate & DevRel
Deepgram,"Lead Developer Advocate, Voice AI","Chicago, IL / Remote","$135,000 - $185,000","Real-Time Speech-to-Text APIs, Audio Streaming Code Demos",https://www.devreljobs.com/jobs/c/deepgram,Developer Advocate & DevRel
Deepgram,"Senior Developer Advocate, Voice AI","Chicago, IL / Remote","$135,000 - $185,000","Real-Time Speech-to-Text APIs, Audio Streaming Code Demos",https://www.devreljobs.com/jobs/c/deepgram,Developer Advocate & DevRel
Deepgram,"Staff Developer Advocate, Voice AI","Chicago, IL / Remote","$135,000 - $185,000","Real-Time Speech-to-Text APIs, Audio Streaming Code Demos",https://www.devreljobs.com/jobs/c/deepgram,Developer Advocate & DevRel
Deepgram,"Founding Developer Advocate, Voice AI","Chicago, IL / Remote","$135,000 - $185,000","Real-Time Speech-to-Text APIs, Audio Streaming Code Demos",https://www.devreljobs.com/jobs/c/deepgram,Developer Advocate & DevRel
Cartesia,"Lead Developer Advocate, Real-time Voice","Chicago, IL / Remote","$140,000 - $190,000","Sonic Voice Model, Ultra-low Latency Audio Demos, Docs",https://www.devreljobs.com/jobs/c/cartesia,Developer Advocate & DevRel
Cartesia,"Senior Developer Advocate, Real-time Voice","Chicago, IL / Remote","$140,000 - $190,000","Sonic Voice Model, Ultra-low Latency Audio Demos, Docs",https://www.devreljobs.com/jobs/c/cartesia,Developer Advocate & DevRel
Cartesia,"Staff Developer Advocate, Real-time Voice","Chicago, IL / Remote","$140,000 - $190,000","Sonic Voice Model, Ultra-low Latency Audio Demos, Docs",https://www.devreljobs.com/jobs/c/cartesia,Developer Advocate & DevRel
Cartesia,"Founding Developer Advocate, Real-time Voice","Chicago, IL / Remote","$140,000 - $190,000","Sonic Voice Model, Ultra-low Latency Audio Demos, Docs",https://www.devreljobs.com/jobs/c/cartesia,Developer Advocate & DevRel
PlayHT,"Lead Developer Relations Lead, Voice Synthesis","Chicago, IL / Remote","$130,000 - $180,000","Conversational AI APIs, Voice Cloning Demos, Community",https://www.devreljobs.com/jobs/c/playht,Developer Advocate & DevRel
PlayHT,"Senior Developer Relations Lead, Voice Synthesis","Chicago, IL / Remote","$130,000 - $180,000","Conversational AI APIs, Voice Cloning Demos, Community",https://www.devreljobs.com/jobs/c/playht,Developer Advocate & DevRel
PlayHT,"Staff Developer Relations Lead, Voice Synthesis","Chicago, IL / Remote","$130,000 - $180,000","Conversational AI APIs, Voice Cloning Demos, Community",https://www.devreljobs.com/jobs/c/playht,Developer Advocate & DevRel
PlayHT,"Founding Developer Relations Lead, Voice Synthesis","Chicago, IL / Remote","$130,000 - $180,000","Conversational AI APIs, Voice Cloning Demos, Community",https://www.devreljobs.com/jobs/c/playht,Developer Advocate & DevRel
EleutherAI,Lead Community Research Advocate,"Chicago, IL / Remote","$110,000 - $150,000","Open Source Model Evals, Discord Community Management",https://www.devreljobs.com/jobs/c/eleutherai,Developer Advocate & DevRel
EleutherAI,Senior Community Research Advocate,"Chicago, IL / Remote","$110,000 - $150,000","Open Source Model Evals, Discord Community Management",https://www.devreljobs.com/jobs/c/eleutherai,Developer Advocate & DevRel
EleutherAI,Staff Community Research Advocate,"Chicago, IL / Remote","$110,000 - $150,000","Open Source Model Evals, Discord Community Management",https://www.devreljobs.com/jobs/c/eleutherai,Developer Advocate & DevRel
EleutherAI,Founding Community Research Advocate,"Chicago, IL / Remote","$110,000 - $150,000","Open Source Model Evals, Discord Community Management",https://www.devreljobs.com/jobs/c/eleutherai,Developer Advocate & DevRel
Anyscale,"Lead Developer Advocate, Ray & LLM Serving","Chicago, IL / Remote","$150,000 - $210,000","Ray Core, Distributed AI Training, vLLM Tutorials",https://www.devreljobs.com/jobs/c/anyscale,Developer Advocate & DevRel
Anyscale,"Senior Developer Advocate, Ray & LLM Serving","Chicago, IL / Remote","$150,000 - $210,000","Ray Core, Distributed AI Training, vLLM Tutorials",https://www.devreljobs.com/jobs/c/anyscale,Developer Advocate & DevRel
Anyscale,"Staff Developer Advocate, Ray & LLM Serving","Chicago, IL / Remote","$150,000 - $210,000","Ray Core, Distributed AI Training, vLLM Tutorials",https://www.devreljobs.com/jobs/c/anyscale,Developer Advocate & DevRel
Anyscale,"Founding Developer Advocate, Ray & LLM Serving","Chicago, IL / Remote","$150,000 - $210,000","Ray Core, Distributed AI Training, vLLM Tutorials",https://www.devreljobs.com/jobs/c/anyscale,Developer Advocate & DevRel
RunPod,"Lead Developer Advocate, Cloud Compute","Chicago, IL / Remote","$130,000 - $175,000","Serverless GPU Workflows, Docker AI Templates, Tutorials",https://www.devreljobs.com/jobs/c/runpod,Developer Advocate & DevRel
RunPod,"Senior Developer Advocate, Cloud Compute","Chicago, IL / Remote","$130,000 - $175,000","Serverless GPU Workflows, Docker AI Templates, Tutorials",https://www.devreljobs.com/jobs/c/runpod,Developer Advocate & DevRel
RunPod,"Staff Developer Advocate, Cloud Compute","Chicago, IL / Remote","$130,000 - $175,000","Serverless GPU Workflows, Docker AI Templates, Tutorials",https://www.devreljobs.com/jobs/c/runpod,Developer Advocate & DevRel
RunPod,"Founding Developer Advocate, Cloud Compute","Chicago, IL / Remote","$130,000 - $175,000","Serverless GPU Workflows, Docker AI Templates, Tutorials",https://www.devreljobs.com/jobs/c/runpod,Developer Advocate & DevRel
Lambda Labs,Lead Developer Relations Engineer,"Chicago, IL / Remote","$140,000 - $190,000","GPU Cloud Onboarding, Deep Learning Benchmarks, Content",https://www.devreljobs.com/jobs/c/lambda-labs,Developer Advocate & DevRel
Lambda Labs,Senior Developer Relations Engineer,"Chicago, IL / Remote","$140,000 - $190,000","GPU Cloud Onboarding, Deep Learning Benchmarks, Content",https://www.devreljobs.com/jobs/c/lambda-labs,Developer Advocate & DevRel
Lambda Labs,Staff Developer Relations Engineer,"Chicago, IL / Remote","$140,000 - $190,000","GPU Cloud Onboarding, Deep Learning Benchmarks, Content",https://www.devreljobs.com/jobs/c/lambda-labs,Developer Advocate & DevRel
Lambda Labs,Founding Developer Relations Engineer,"Chicago, IL / Remote","$140,000 - $190,000","GPU Cloud Onboarding, Deep Learning Benchmarks, Content",https://www.devreljobs.com/jobs/c/lambda-labs,Developer Advocate & DevRel
Groq,"Lead Developer Advocate, LPU Fast Inference","Chicago, IL / Remote","$160,000 - $220,000","Sub-second Token Generation Demos, API Integrations",https://www.devreljobs.com/jobs/c/groq,Developer Advocate & DevRel
Groq,"Senior Developer Advocate, LPU Fast Inference","Chicago, IL / Remote","$160,000 - $220,000","Sub-second Token Generation Demos, API Integrations",https://www.devreljobs.com/jobs/c/groq,Developer Advocate & DevRel
Groq,"Staff Developer Advocate, LPU Fast Inference","Chicago, IL / Remote","$160,000 - $220,000","Sub-second Token Generation Demos, API Integrations",https://www.devreljobs.com/jobs/c/groq,Developer Advocate & DevRel
Groq,"Founding Developer Advocate, LPU Fast Inference","Chicago, IL / Remote","$160,000 - $220,000","Sub-second Token Generation Demos, API Integrations",https://www.devreljobs.com/jobs/c/groq,Developer Advocate & DevRel
Cerebras,"Lead Developer Advocate, Wafer-Scale AI","Chicago, IL / Remote","$160,000 - $220,000","Fast Inference Benchmarks, Python SDK Guides, Webinars",https://www.devreljobs.com/jobs/c/cerebras,Developer Advocate & DevRel
Cerebras,"Senior Developer Advocate, Wafer-Scale AI","Chicago, IL / Remote","$160,000 - $220,000","Fast Inference Benchmarks, Python SDK Guides, Webinars",https://www.devreljobs.com/jobs/c/cerebras,Developer Advocate & DevRel
Cerebras,"Staff Developer Advocate, Wafer-Scale AI","Chicago, IL / Remote","$160,000 - $220,000","Fast Inference Benchmarks, Python SDK Guides, Webinars",https://www.devreljobs.com/jobs/c/cerebras,Developer Advocate & DevRel
Cerebras,"Founding Developer Advocate, Wafer-Scale AI","Chicago, IL / Remote","$160,000 - $220,000","Fast Inference Benchmarks, Python SDK Guides, Webinars",https://www.devreljobs.com/jobs/c/cerebras,Developer Advocate & DevRel
SambaNova,Lead Developer Relations Engineer,"Chicago, IL / Remote","$145,000 - $200,000","Enterprise CoE, Custom Model Deployments, Technical Writing",https://www.devreljobs.com/jobs/c/sambanova,Developer Advocate & DevRel
SambaNova,Senior Developer Relations Engineer,"Chicago, IL / Remote","$145,000 - $200,000","Enterprise CoE, Custom Model Deployments, Technical Writing",https://www.devreljobs.com/jobs/c/sambanova,Developer Advocate & DevRel
SambaNova,Staff Developer Relations Engineer,"Chicago, IL / Remote","$145,000 - $200,000","Enterprise CoE, Custom Model Deployments, Technical Writing",https://www.devreljobs.com/jobs/c/sambanova,Developer Advocate & DevRel
SambaNova,Founding Developer Relations Engineer,"Chicago, IL / Remote","$145,000 - $200,000","Enterprise CoE, Custom Model Deployments, Technical Writing",https://www.devreljobs.com/jobs/c/sambanova,Developer Advocate & DevRel
LiveKit,"Lead Developer Advocate, Real-time Multimodal","Chicago, IL / Remote","$145,000 - $205,000","Real-time WebRTC, Vision/Voice Agent Starters, Discord",https://www.devreljobs.com/jobs/c/livekit,Developer Advocate & DevRel
LiveKit,"Senior Developer Advocate, Real-time Multimodal","Chicago, IL / Remote","$145,000 - $205,000","Real-time WebRTC, Vision/Voice Agent Starters, Discord",https://www.devreljobs.com/jobs/c/livekit,Developer Advocate & DevRel
LiveKit,"Staff Developer Advocate, Real-time Multimodal","Chicago, IL / Remote","$145,000 - $205,000","Real-time WebRTC, Vision/Voice Agent Starters, Discord",https://www.devreljobs.com/jobs/c/livekit,Developer Advocate & DevRel
LiveKit,"Founding Developer Advocate, Real-time Multimodal","Chicago, IL / Remote","$145,000 - $205,000","Real-time WebRTC, Vision/Voice Agent Starters, Discord",https://www.devreljobs.com/jobs/c/livekit,Developer Advocate & DevRel
Daily.co,"Lead Developer Advocate, WebRTC & AI Video","Chicago, IL / Remote","$135,000 - $185,000","Video Call Agents, Audio Pipelines, Interactive Workshops",https://www.devreljobs.com/jobs/c/daily.co,Developer Advocate & DevRel
Daily.co,"Senior Developer Advocate, WebRTC & AI Video","Chicago, IL / Remote","$135,000 - $185,000","Video Call Agents, Audio Pipelines, Interactive Workshops",https://www.devreljobs.com/jobs/c/daily.co,Developer Advocate & DevRel
Daily.co,"Staff Developer Advocate, WebRTC & AI Video","Chicago, IL / Remote","$135,000 - $185,000","Video Call Agents, Audio Pipelines, Interactive Workshops",https://www.devreljobs.com/jobs/c/daily.co,Developer Advocate & DevRel
Daily.co,"Founding Developer Advocate, WebRTC & AI Video","Chicago, IL / Remote","$135,000 - $185,000","Video Call Agents, Audio Pipelines, Interactive Workshops",https://www.devreljobs.com/jobs/c/daily.co,Developer Advocate & DevRel
